Question,Answer
"برای دسترسی به الگوهای چاپی یک گزارش چند روش اصلی وجود دارد؟","دو روش اصلی برای دسترسی وجود دارد: یکی از طریق صفحه اجرای گزارش و دیگری از طریق فهرست گزارش‌های اختصاصی."
"در صفحه اجرای گزارش، کلیک مستقیم روی گزینه «چاپ» چه اقدامی را انجام می‌دهد؟","با انتخاب گزینه «چاپ»، مستقیما الگوی چاپ پیش‌فرض گزارش باز می‌شود."
"چگونه می‌توان در صفحه اجرای گزارش به لیستی از تمام الگوهای چاپ موجود برای آن گزارش دسترسی پیدا کرد؟","با انتخاب علامت مثلثی شکل در کنار گزینه «چاپ»، لیستی از الگوهای ایجاد شده برای آن گزارش قابل مشاهده و انتخاب خواهد بود."
"گزینه «مدیریت الگوهای چاپ» در چه شرایطی و در کجا در صفحه اجرای گزارش ظاهر می‌شود؟","در صورت داشتن دسترسی لازم، این گزینه در پایین لیست کشویی الگوهای چاپ (که با کلیک روی علامت مثلثی باز می‌شود) نمایش داده می‌شود."
"چگونه می‌توان از طریق فهرست گزارش‌های اختصاصی به صفحه «مدیریت الگوهای چاپ» یک گزارش خاص منتقل شد؟","با حرکت دادن موس بر روی نام گزارش در فهرست، علامت Sidebar نمایان می‌شود. با کلیک بر روی آن، لینکی برای انتقال به صفحه ""مدیریت الگوهای چاپ"" در قسمت پایین Sidebar قابل مشاهده خواهد بود."
"چه تفاوتی بین کلیک بر روی دکمه «چاپ» و کلیک بر روی علامت مثلثی کنار آن وجود دارد؟","کلیک بر روی دکمه «چاپ»، الگوی پیش‌فرض را باز می‌کند، در حالی که کلیک بر روی علامت مثلثی، لیستی از تمام الگوهای موجود را برای انتخاب نمایش می‌دهد."
"در صفحه مدیریت الگوهای چاپ، چه مواردی به کاربر نمایش داده می‌شود؟","در این صفحه، الگوی استاندارد گزارش به همراه سایر الگوهای ایجاد شده نمایش داده می‌شود."
"چه اطلاعاتی بر روی کارت هر الگو در صفحه مدیریت الگوهای چاپ قابل مشاهده است؟","اطلاعاتی مانند: نام الگو، نوع آن (سیستمی / اختصاصی)، وضعیت آن (فعال/ غیرفعال)، امکان ویرایش الگو و اینکه آیا الگوی پیش‌فرض است یا خیر."
"قانون مربوط به تعیین الگوی پیش‌فرض برای یک گزارش چیست؟","برای هر گزارش، تنها یک الگو می‌تواند به عنوان الگوی پیش‌فرض در نظر گرفته شود."
"تعیین یک الگو به عنوان پیش‌فرض، چه تأثیری در فرآیند چاپ از صفحه اجرای گزارش دارد؟","هنگامی که کاربر در صفحه اجرای گزارش گزینه «چاپ» را انتخاب می‌کند، الگویی که به عنوان پیش‌فرض تنظیم شده باز شده و برای چاپ آماده می‌شود."
"الگوهای چاپ در سیستم به چند نوع تقسیم می‌شوند و نام آن‌ها چیست؟","الگوها به دو نوع تقسیم می‌شوند: سیستمی و اختصاصی."
"وضعیت یک الگوی چاپ می‌تواند به چه حالت‌هایی تنظیم شود؟","وضعیت آن می‌تواند فعال یا غیرفعال باشد."
"برای ایجاد یک الگوی چاپ جدید چه روش‌هایی وجود دارد؟","ایجاد الگوی جدید از دو طریق امکان‌پذیر است: یکی از طریق سفارشی‌سازی الگوی استاندارد موجود، و دیگری از طریق ویرایش یک الگوی اختصاصی و ذخیره آن به عنوان یک الگوی جدید."
"در محیط طراحی الگو، چگونه می‌توان نمایش یک آیتم خاص را در خروجی چاپی غیرفعال کرد؟","با برداشتن تیک گزینه «نمایش در صفحه» برای آیتم انتخابی، آن آیتم در خروجی چاپ دیده نخواهد شد."
"چه محدودیتی برای جابجایی آیتم‌ها بین بخش‌های مختلف (مانند سربرگ و بدنه) در طراح الگو وجود دارد؟","آیتم‌ها تنها قابل جابجایی در بخش مربوط به خود هستند. برای مثال، امکان انتقال یک آیتم از سربرگ به بدنه گزارش وجود ندارد."
"فرآیند ذخیره‌سازی یک الگو که از طریق «سفارشی‌سازی الگوی استاندارد» ایجاد شده، چه مرحله اضافی‌ای دارد؟","پس از زدن دکمه «ذخیره»، لازم است تا نامی برای الگوی جدید مشخص شود."
"تفاوت عملکرد دکمه‌های «ذخیره» و «ذخیره جدید» هنگام ویرایش یک الگوی از قبل موجود چیست؟","دکمه «ذخیره» تغییرات را روی همان الگوی موجود اعمال می‌کند، در حالی که گزینه «ذخیره جدید» یک الگوی کاملاً جدید بر اساس تغییرات ایجاد می‌کند."
"در محیط طراحی الگو، چه بخش‌های اصلی یک گزارش برای تنظیمات در دسترس هستند؟","بخش‌های سربرگ، پابرگ و بدنه گزارش که حاوی جدول داده‌ها است، برای مشاهده و تنظیمات در دسترس هستند."
"برای تنظیم ابعاد آیتم‌ها در طراح الگو از چه واحدی استفاده می‌شود و چه پارامترهایی قابل تنظیم هستند؟","برای تنظیم سایز از واحد پیکسل استفاده می‌شود و امکان وارد کردن مقادیر عرض، ارتفاع و حاشیه‌های صفحه وجود دارد."
"کاربر پس از اتمام کار در محیط طراحی الگو، چگونه می‌تواند به صفحه لیست الگوها بازگردد؟","برای برگشت به صفحه «مدیریت الگوهای چاپ» می‌توان از علامت فهرست که در بالای صفحه قرار دارد استفاده کرد."
"علاوه بر ذخیره تغییرات و بازگشت به فهرست، چه قابلیت دیگری در صفحه طراحی الگو وجود دارد؟","در همین صفحه امکان ورود به محیط پیش‌نمایش گزارش نیز وجود دارد."
"در صفحه مدیریت الگوهای چاپ، فرآیند تغییر وضعیت یک الگو از فعال به غیرفعال و برعکس چگونه است؟","با فشردن لیبل «فعال» می‌توان وضعیت گزارش را به «غیرفعال» تغییر داد و بالعکس."
"غیرفعال کردن یک الگوی چاپ چه محدودیتی در زمان اجرای گزارش ایجاد می‌کند؟","الگوهای غیرفعال قابل استفاده نبوده و در زمان اجرای گزارش، در لیست الگوها نمایش داده نمی‌شوند."
"یک الگوی چاپ که وضعیت آن «غیرفعال» است، در کدام قابلیت دیگر سیستم نیز نمایش داده نخواهد شد؟","الگوهای غیرفعال در لیست الگوهای قابل استفاده در «ارتباط با گزارش دیگر» قابل مشاهده نیستند."
"چه پیامدی برای الگوهایی که وضعیتشان به ""غیرفعال"" تغییر می‌کند، وجود دارد؟","این الگوها قابل استفاده نیستند، در لیست الگوهای زمان اجرای گزارش نمایش داده نمی‌شوند و در لیست الگوهای قابل استفاده برای ""ارتباط با گزارش دیگر"" نیز مشاهده نمی‌گردند."
"برای هر گزارش مشخص، چه تعداد الگو را می‌توان به طور همزمان به عنوان الگوی پیش‌فرض چاپ تعیین کرد؟","در هر زمان تنها امکان انتخاب یک الگو به عنوان الگوی پیش‌فرض چاپ، برای هر گزارش وجود دارد."
"در لحظه ایجاد یک گزارش جدید، کدام الگو به صورت خودکار به عنوان پیش‌فرض انتخاب می‌شود؟","در ابتدای ایجاد گزارش جدید، الگوی استاندارد به عنوان گزینه پیش‌فرض در نظر گرفته می‌شود."
"چگونه می‌توان الگوی پیش‌فرض چاپ یک گزارش را از حالت استاندارد به یک الگوی دیگر تغییر داد؟","از طریق صفحه «مدیریت الگوهای چاپ» امکان تغییر و انتخاب الگویی دیگر به عنوان پیش‌فرض وجود خواهد داشت."
"تنظیم یک الگو به عنوان پیش‌فرض، چه تأثیری بر عملکرد دکمه «چاپ» در صفحه اجرای گزارش دارد؟","الگوی پیش‌فرض بر روی دکمه «چاپ» فعال شده و با فشردن این دکمه به صورت مستقیم، همان الگوی پیش‌فرض برای چاپ نمایش داده می‌شود."
"در فهرست ""گزارش‌ها"" چه اطلاعات اولیه‌ای برای هر گزارش قابل مشاهده است؟","اطلاعات اولیه مانند عنوان گزارش، تاریخ ایجاد، و ایجاد کننده آن برای هر گزارش نمایش داده شده است."
"برای ایجاد یک گزارش جدید از طریق صفحه فهرست گزارش‌ها، چه اقدامی باید انجام داد؟","از طریق فشردن دکمه ""جدید"" که در قسمت سمت چپ بالای صفحه قرار دارد، می‌توان وارد محیط ساخت گزارش جدید شد."
"قابلیت جستجو در فهرست گزارش‌ها بر اساس چه فیلدهایی عمل می‌کند؟","در حال حاضر امکان یافتن گزارش از طریق جستجوی عبارت مربوط به عنوان، تاریخ ایجاد و ایجادکننده وجود دارد."
"بخش ""گزارش‌های منتخب"" در صفحه مدیریت گزارش‌ها چه کاربردی دارد؟","از طریق گزارش‌های منتخب می‌توان به گزارش‌های پرکاربردی که توسط کاربر به ""موارد منتخب"" اضافه شده است، دسترسی داشت."
"با حرکت دادن موس بر روی یک گزارش در فهرست، چه گزینه‌هایی در انتهای ردیف آن ظاهر می‌شوند؟","گزینه‌های اجرا و اطلاعات تکمیلی (دکمه sidebar) قابل مشاهده است."
"با فشردن دکمه sidebar برای یک گزارش، چه اطلاعات تکمیلی نمایش داده می‌شود؟","اطلاعاتی شامل دسته‌بندی‌هایی که گزارش در آن قرار دارد، تعداد دفعات اجرای آن، نام اجرا کننده گزارش و لینک‌های مرتبط مانند الگوهای چاپی نمایش داده می‌شود."
"بخش ""دسته‌بندی"" در صفحه مدیریت گزارش‌ها چه امکانی را برای کاربر فراهم می‌کند؟","کاربر می‌تواند به دسته‌بندی‌های ایجاد شده برای کنترل و مشاهده بهتر گزارش‌ها دسترسی داشته و در صورت نیاز آن‌ها را ویرایش کند."
"چگونه می‌توان از طریق فهرست گزارش‌ها به الگوهای چاپی مرتبط با یک گزارش خاص دسترسی پیدا کرد؟","ابتدا باید روی گزارش مورد نظر دکمه sidebar را فشار داد، سپس در قسمت ""لینک‌های مرتبط"" که در پایین Sidebar قرار دارد، لینک ""الگوهای چاپی مرتبط"" را انتخاب نمود."
"چه تفاوتی بین فهرست اصلی گزارش‌ها و اطلاعات درون Sidebar از نظر سطح جزئیات وجود دارد؟","فهرست اصلی اطلاعات کلی و اولیه مانند عنوان و تاریخ ایجاد را نمایش می‌دهد، در حالی که Sidebar اطلاعات تکمیلی و جزئی‌تری مانند دفعات اجرا، دسته‌بندی‌ها و لینک به الگوهای چاپ را ارائه می‌دهد."
"این سیستم چه امکاناتی را برای سازماندهی و دسترسی سریع به گزارش‌ها ارائه می‌دهد؟","این سیستم سه امکان اصلی را ارائه می‌دهد: جستجو بر اساس عنوان، تاریخ و ایجادکننده، قابلیت دسته‌بندی گزارش‌ها، و امکان افزودن گزارش‌های پرکاربرد به ""گزارش‌های منتخب""."
"برای ورود به محیط اجرای گزارش چند روش وجود دارد؟","دسترسی به اجرای گزارش از دو طریق امکان پذیر است: یکی از صفحه ""مدیریت گزارش‌ها"" و دیگری از محیط ساخت/ویرایش گزارش."
"چگونه می‌توان یک گزارش را مستقیماً از صفحه ""مدیریت گزارش‌ها"" اجرا کرد؟","در صفحه ""مدیریت گزارش‌ها""، با حرکت دادن موس بر روی نام هر گزارش، آیکون ""اجرا"" در انتهای ردیف نمایان می‌شود که با کلیک بر روی آن می‌توان گزارش را اجرا کرد."
"در محیط ساخت یا ویرایش گزارش، گزینه ""اجرا"" در کجا قرار دارد؟","در قسمت بالا، سمت چپ صفحه، آیکون ""سه نقطه"" قرار دارد که با کلیک بر روی آن، منویی شامل گزینه ""اجرا"" نمایش داده می‌شود."
"چه شرطی برای اعمال و مشاهده تغییرات انجام شده روی یک گزارش در زمان اجرای آن وجود دارد؟","تمامی تنظیمات و تغییرات باید روی گزارش ذخیره شده باشند، در غیر این صورت، تغییرات ذخیره نشده در زمان اجرا نمایش داده نخواهند شد."
"اگر کاربری تغییراتی در یک گزارش ایجاد کند اما آن‌ها را ذخیره نکند، هنگام اجرای گزارش چه اتفاقی می‌افتد؟","تغییرات ذخیره نشده در زمان اجرا به کاربر نمایش داده نخواهد شد و گزارش با آخرین تنظیمات ذخیره شده اجرا می‌شود."
"هدف اصلی از دسته‌بندی کردن گزارش‌ها در یک سیستم چیست؟","وقتی تعداد گزارش‌ها زیاد می‌شود، دسته‌بندی به کاربران کمک می‌کند تا با گروه‌بندی گزارش‌های با موضوعات مشابه، راحت‌تر به آن‌ها دسترسی پیدا کرده و بهتر آن‌ها را درک و به کار گیرند."
"برای شروع فرآیند ایجاد، ویرایش یا حذف دسته‌بندی‌ها، کاربر باید چه اقدامی انجام دهد؟","کاربر باید بر روی گزینه «ویرایش» که در قسمت بالای سمت راست صفحه فهرست گزارش‌ها قرار دارد، کلیک کند تا مودال «ویرایش دسته‌بندی‌ها» باز شود."
"چهار عملیات مدیریتی که در مودال «ویرایش دسته‌بندی‌ها» قابل انجام است، کدامند؟","ایجاد دسته‌بندی جدید، ویرایش عنوان دسته‌بندی موجود، حذف دسته‌بندی با استفاده از آیکون سطل زباله، و تغییر ترتیب نمایش دسته‌بندی‌ها با کشیدن و رها کردن."
"مراحل افزودن یک یا چند گزارش به یک دسته‌بندی مشخص را شرح دهید.","ابتدا باید گزارش(های) مورد نظر را انتخاب کرد. با این کار گزینه «دسته‌بندی» در بالای صفحه فعال می‌شود. با فشردن این دکمه، مودال دسته‌بندی باز شده و می‌توان دسته‌بندی‌های مورد نظر را انتخاب و تغییرات را ذخیره کرد."
"گزارش‌هایی که در هیچ دسته‌بندی قرار ندارند، در کدام بخش قابل مشاهده هستند؟","این گزارش‌ها را می‌توان در قسمت «گزارشات بدون دسته‌بندی» مشاهده نمود."
"در مودال دسته‌بندی، سه علامت «مربع خالی»، «مربع با dash» و «مربع با تیک» هر کدام چه مفهومی دارند؟","«مربع خالی» نشان می‌دهد هیچ یک از گزارش‌های انتخابی در آن دسته نیستند. «مربع با dash» نشان می‌دهد حداقل یکی از گزارش‌های انتخابی در آن دسته است. «مربع با تیک» نشان می‌دهد همه گزارش‌های انتخابی در آن دسته قرار دارند."
"دو روش متفاوت برای مشاهده دسته‌بندی‌های یک گزارش خاص را توضیح دهید.","روش اول: انتخاب گزارش و فشردن دکمه «دسته‌بندی» در بالای صفحه. روش دوم: حرکت دادن موس روی گزارش و کلیک بر روی آیکون Sidebar که در کنار اطلاعات گزارش، دسته‌بندی‌ها را نیز نمایش می‌دهد."
"چگونه می‌توان ترتیب نمایش دسته‌بندی‌ها را در فهرست اصلی تغییر داد؟","در مودال «ویرایش دسته‌بندی‌ها»، باید از علامت «چند نقطه» در کنار نام هر دسته‌بندی برای کشیدن و رها کردن آن در جایگاه جدید استفاده کرد."
"برای حذف نهایی یک دسته‌بندی چه مراحلی باید طی شود؟","در مودال «ویرایش دسته‌بندی‌ها»، ابتدا روی علامت سطل زباله مقابل دسته‌بندی کلیک کرده و سپس برای نهایی شدن عمل، دکمه ذخیره را فشار می‌دهیم."
"آیا یک گزارش می‌تواند به طور همزمان در بیش از یک دسته‌بندی قرار گیرد؟","بله، امکان قرار دادن گزارش‌های انتخابی در چندین دسته‌بندی وجود دارد."
"کاربری پس از انتخاب چند گزارش، در مودال دسته‌بندی متوجه می‌شود که کنار نام یک دسته‌بندی، علامت مربع با dash وجود دارد. این علامت به چه معناست؟","این علامت نشان می‌دهد که حداقل یکی از گزارش‌هایی که کاربر انتخاب کرده است در این دسته‌بندی قرار دارد، اما تمام گزارش‌های انتخابی در این دسته نیستند."
"بین دو روش مشاهده دسته‌بندی‌های یک گزارش (روش Sidebar و روش دکمه «دسته‌بندی»)، کدام یک برای ویرایش سریع دسته‌بندی‌ها مناسب‌تر است؟","روش انتخاب گزارش و فشردن دکمه «دسته‌بندی» مناسب‌تر است، زیرا مستقیماً مودال مربوط به افزودن یا حذف گزارش از دسته‌بندی‌ها را باز می‌کند."
"قابلیت «گزارش‌های منتخب» چه مزیتی را برای کاربران فراهم می‌کند؟","این قابلیت به کاربر امکان می‌دهد تا دسترسی سریع و راحت‌تری به گزارش‌های مورد نظر خود داشته باشد."
"فرآیند افزودن یک یا چند گزارش به فهرست «گزارش‌های منتخب» را شرح دهید.","کاربر باید در فهرست گزارش‌ها، گزارش‌های مورد نظر خود را انتخاب کرده و سپس از قسمت بالای صفحه، با انتخاب علامت «ستاره»، گزینه «افزودن به گزارش‌های منتخب» را بزند."
"چگونه می‌توان به فهرست گزارش‌هایی که به عنوان منتخب علامت‌گذاری شده‌اند، دسترسی پیدا کرد؟","برای دسترسی به این گزارش‌ها، باید از قسمت سمت راست صفحه، گزینه «گزارش‌های منتخب» را انتخاب کرد."
"مراحل حذف یک گزارش از فهرست «گزارش‌های منتخب» چیست؟","ابتدا باید وارد بخش «گزارش‌های منتخب» شد، گزارش‌های مورد نظر را انتخاب کرد و سپس با کلیک بر روی علامت ستاره در گوشه سمت چپ صفحه، گزینه «حذف از گزارش‌های منتخب» را انتخاب نمود."
"چه تفاوتی در عملکرد دکمه «ستاره» هنگام افزودن به منتخب‌ها و حذف از منتخب‌ها وجود دارد؟","برای افزودن، ابتدا گزارش‌ها از فهرست اصلی انتخاب شده و سپس دکمه ستاره فشرده می‌شود. برای حذف، ابتدا وارد فهرست «گزارش‌های منتخب» شده، گزارش‌ها انتخاب شده و سپس دکمه ستاره فشرده می‌شود."
"برای انجام عمل حذف از منتخب‌ها، پیش‌شرط اولیه چیست؟","پیش‌شرط این است که ابتدا باید از طریق منوی سمت راست صفحه وارد لیست «گزارش‌های منتخب» شویم."



































