query,schema,sql,model_response
تعداد کل اسناد باطل شده مرکز نگهداری سیرجان، در تیر ماه چقدر بوده؟,INV,"SELECT Count DISTINCT (Voucher.id)
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘%سیرجان%’
	AND Inv_Voucher.STATE = ‘باطل شده’
	AND Inv_Voucher.DATE BETWEEN ShamsiToMiladi(‘1403 / 04 / 01 ’)
		AND ShamsiToMiladi(‘1403 / 04 / 31 ’)
","```
SELECT COUNT(*) 
FROM INV_VOUCHER 
WHERE STATE = 'باطل شده' AND EXTRACT(MONTH FROM DATE) = 4 
AND EXISTS (
    SELECT 1 
    FROM STORE 
    WHERE ID = INV_VOUCHER.STORE_REF 
    AND PLANT_REF IN (
        SELECT ID 
        FROM PLANT 
        WHERE TITLE = 'مرکز نگهداری سیرجان'
    )
);
```"
"تعداد متمایز اقلام اسناد ارسال به تولید امروز از انبار ""دارایی های ثابت"" چقدر بوده؟",INV,"SELECT count DISTINCT inv_voucher_detail.partId
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN store ON store.id = inv_voucher.storeid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE inv_voucher.store inv_voucher.DATE = cast(getdate() AS DATE)
	AND store.title LIKE '%دارایی های ثابت%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","```
SELECT COUNT(DISTINCT ivi.PART_REF)
FROM INV_VOUCHER iv
JOIN INV_VOUCHER_ITEM ivi ON iv.ID = ivi.VOUCHER_SPECIFICATION_REF
WHERE iv.STATE = 'تایید شده'
AND iv.VOUCHER_SPECIFICATION_REF IN (
  SELECT vs.ID
  FROM VOUCHER_SPECIFICATION vs
  WHERE vs.VOUCHER_TYPE = 'تولید'
)
AND iv.STORE_REF IN (
  SELECT s.ID
  FROM STORE s
  WHERE s.TITLE = 'دارایی های ثابت'
)
AND iv.DATE = TRUNC(SYSDATE);
```"
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
","```
SELECT SUM(IVI.MAJOR_QUANTITY) AS TOTAL_QUANTITY_SENT_TO_PRODUCTION
FROM INV_VOCHER_SPECIFICATION VSP
JOIN INV_VOCHER IV ON VSP.ID = IV.VOUCHER_SPECIFICATION_REF
JOIN INV_VOCHER_ITEM IVI ON IV.ID = IVI.VOUCHER_REF
JOIN PART P ON IVI.PART_REF = P.ID
WHERE VSP.VOUCHER_TYPE = 'تولید'
AND P.TITLE = 'پنی سیلین'
AND IV.DATE >= '2022-03-20'  -- assuming the first day of spring is March 20th, 2022
```"
مقدار آخرین سند انبار مربوط به کالای پنی سیلین چقدره؟ ,INV,"SELECT TOP (1) quantity
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
JOIN part ON voucher_detail.part_id = part.id
WHERE voucher_specification.voucher_type = 'خرید'
	AND part.title LIKE '%پنی سیلین 400%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND voucher_specification.direction = 'ورودی'
ORDER BY inv_voucher.DATE DESC
","```
SELECT ivi.MAJOR_QUANTITY AS Last_Voucher_Quantity
FROM INV_VOUCHER_ITEM ivi
JOIN PART p ON ivi.PART_REF = p.ID
WHERE p.TITLE = 'پنی سیلین'
ORDER BY ivi.ID DESC
LIMIT 1;
```"
کد آخرین سند خرید DRI چی هست؟,INV,"SELECT TOP (1) Inv_Voucher.Number
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON Inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.VoucherType = ‘خرید’
ORDER BY Inv_Voucher.DATE DESC
","```
SELECT TOP 1 i.NUMBER
FROM INV_VOCHER i
JOIN VOUCHER_SPECIFICATION v ON i.VOUCHER_SPECIFICATION_REF = v.ID
WHERE v.VOUCHER_TYPE = 'خرید' AND i.STATE = 'ثبت شده'
ORDER BY i.DATE DESC;
```"
مقدار کل دولومیت مصرفی امروز تولید، به واحد دوم چقدر هست؟,INV,"SELECT SUM(Inv_Voucher_Item.SECOND_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘مصرف’
	AND Voucher_Specification.Title LIKE ‘%مصرف تولید%’
	AND Part.title LIKE ‘%دولومیت%’
","```
SELECT SUM(IVI.MAJOR_QUANTITY * U.DIMENSION) AS TOTAL_CONSUMPTION
FROM INV_VOCHER IV
JOIN INV_VOCHER_ITEM IVI ON IV.ID = IVI.VOUCHER_SPECIFICATION_REF
JOIN PART P ON IVI.PART_REF = P.ID
JOIN UNIT U ON IVI.UNIT_REF = U.ID
WHERE IV.STATE = 'تایید شده' 
AND IV.DATE = TRUNC(SYSDATE) 
AND IV.VOUCHER_SPECIFICATION_REF IN (
  SELECT VS.ID 
  FROM VOUCHER_SPECIFICATION VS 
  WHERE VS.VOUCHER_TYPE = 'تولید' 
  AND VS.DIRECTION = 'خروجی'
)
AND P.PART_TYPE = 'ماده اولیه';
```"
مقدار میانگین روزانه ضایعات تولید برای آهن اسفنجی، در بهار چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.major_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘ضایعات’
	AND Voucher_Specification.Title LIKE ‘%ضایعات تولید%’
	AND Part.title LIKE ‘%آهن اسفنجی%’
","```
SELECT 
  AVG(inv_voucher_item.MAJOR_QUANTITY) AS average_daily_waste_production
FROM 
  INV_VOCHER inv_voucher
JOIN 
  INV_VOCHER_ITEM inv_voucher_item ON inv_voucher.ID = inv_voucher_item.VOUCHER_SPECIFICATION_REF
JOIN 
  VOUCHER_SPECIFICATION voucher_specification ON inv_voucher_item.VOUCHER_SPECIFICATION_REF = voucher_specification.ID
JOIN 
  PART part ON inv_voucher_item.PART_REF = part.ID
WHERE 
  voucher_specification.VOUCHER_TYPE = 'ضایعات' 
  AND part.TITLE = 'آهن اسفنجی'
  AND EXTRACT(MONTH FROM inv_voucher.DATE) = 2; -- assuming بهار is the second month of the year (March)
```"
برگشت از خرید لپ تاپ ASUS دیروز به کدوم تامین کننده بوده؟,INV,"SELECT Inv_Voucher.SUPPLIER_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘%برگشت از خرید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```
SELECT 
  iv.NUMBER, 
  iv.DATE, 
  iv.TITLE, 
  iv.SUPPLIER_TITLE, 
  p.CODE, 
  p.TITLE 
FROM 
  INV_VOCHER iv 
JOIN 
  INV_VOCHER_ITEM ivi ON iv.ID = ivi.VOUCHER_SPECIFICATION_REF 
JOIN 
  PART p ON ivi.PART_REF = p.ID 
WHERE 
  p.TITLE LIKE '%ASUS%' AND 
  iv.VOUCHER_SPECIFICATION_REF IN (SELECT vs.ID FROM VOUCHER_SPECIFICATION vs WHERE vs.VOUCHER_TYPE = 'خرید' AND vs.DIRECTION = 'ورودی') 
ORDER BY 
  iv.DATE DESC;
```"
کالای امانی DRI رسبد شده به انبار مواد اولیه تولید، مربوط به کدام طرف حساب بوده؟,INV,"SELECT Inv_Voucher.CONSIGNMENT_PARTY_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘امانی’
	AND Voucher_Specification.Title LIKE ‘%دریافت امانی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```
SELECT ivi.CONSIGNMENT_PARTY_TITLE
FROM INV_VOUCHER_ITEM ivi
JOIN INV_VOUCHER iv ON ivi.VOUCHER_SPECIFICATION_REF = iv.ID
JOIN PART p ON ivi.PART_REF = p.ID
WHERE p.TITLE = 'DRI' AND iv.VOUCHER_SPECIFICATION_REF IN (
  SELECT vs.ID
  FROM VOUCHER_SPECIFICATION vs
  WHERE vs.VOUCHER_TYPE = 'امانی'
) AND iv.STORE_REF IN (
  SELECT s.ID
  FROM STORE s
  JOIN PLANT p ON s.PLANT_REF = p.ID
  WHERE p.TITLE LIKE '%مواد اولیه تولید%'
);
```"
کل مقدار برگشت خورده کالای آهن قراضه، از انبار WH_001 شیراز چقدره؟,INV,"SELECT Inv_Voucher_Item.Major_Unit_Quantity
FROM Inv_Voucher_Item
JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘ % شیراز % ’
	AND Store.Code = ‘WH_001’
	AND Part.Title LIKE ‘ % آهن قراضه % ’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘ % برگشت از خرید % ’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```
SELECT SUM(IVI.MAJOR_QUANTITY) AS TOTAL_QUANTITY
FROM INV_VOCHER IV 
JOIN INV_VOCHER_ITEM IVI ON IV.ID = IVI.VOUCHER_SPECIFICATION_REF 
JOIN STORE S ON IV.STORE_REF = S.ID 
JOIN PART P ON IVI.PART_REF = P.ID 
WHERE S.CODE = 'WH_001' AND S.TITLE LIKE '%شیراز%' AND P.TITLE LIKE '%آهن قراضه%';
```"
حداقل مصرف پروژه روزانه گریس از ابتدای سال چقدر بوده؟,INV,"SELECT Min(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","```
SELECT 
    MIN(iv.VOUCHER_DATE) AS Min_Consumption_Date, 
    SUM(ivi.MAJOR_QUANTITY) AS Total_Daily_Consumption
FROM 
    INV_VOCHER iv
JOIN 
    INV_VOCHER_ITEM ivi ON iv.ID = ivi.VOUCHER_SPECIFICATION_REF
JOIN 
    PART p ON ivi.PART_REF = p.ID
WHERE 
    p.TITLE LIKE '%گریس%' AND 
    iv.VOUCHER_DATE >= '2023-01-01' AND 
    iv.VOUCHER_TYPE = 'مصرف'
GROUP BY 
    iv.VOUCHER_DATE;
```"
حداکثر مصرف پروژه روزانه گریس، تو شعبه شیراز، از ابتدای سال چقدر بوده؟,INV,"SELECT MAX(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	JOIN Store ON INV_Voucher.Store_Id = Store.Id
	JOIN Plant ON Store.Plant_Id = Plant.Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Plant.Branch_Title LIKE ‘%شیراز%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","```
SELECT 
    SUM(IVI.MAJOR_QUANTITY) AS TOTAL_CONSUMPTION
FROM 
    INV_VOCHER IV 
INNER JOIN 
    INV_VOCHER_ITEM IVI ON IV.ID = IVI.VOUCHER_SPECIFICATION_REF 
INNER JOIN 
    PART P ON IVI.PART_REF = P.ID 
INNER JOIN 
    PLANT PL ON IV.STORE_REF IN (SELECT S.ID FROM STORE S WHERE S.BRANCH_TITLE LIKE '%شیراز%') 
WHERE 
    IV.STATE = 'تایید شده' 
AND 
    IV.DATE >= '2023-01-01' 
AND 
    P.TITLE LIKE '%گریس%' 
AND 
    IV.VOUCHER_SPECIFICATION_REF IN (SELECT VS.ID FROM VOUCHER_SPECIFICATION VS WHERE VS.VOUCHER_TYPE = 'مصرف') 
AND 
    IV.DIRECTION = 'خروجی';
```"
