query,schema,sql,model_response
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
","```sql
SELECT SUM(II.QUANTITY) AS Total_Sent_To_Production
FROM INV_VOUCHER_ITEM II
JOIN INV_VOUCHER IV ON II.INVENTORY_VOUCHER_REF = IV.ID
JOIN VOUCHER_SPECIFICATION VS ON IV.VOUCHER_SPECIFICATION_REF = VS.ID
WHERE VS.TITLE = 'تولید'
  AND II.PART_REF IN (SELECT ID FROM PART WHERE TITLE = 'پنی سیلین')
  AND IV.DATE >= '2023-03-21'
  AND IV.DATE < '2023-06-21';
```"
مقدار آخرین سند انبار مربوط به کالای پنی سیلین چقدره؟ ,INV,"SELECT TOP (1) quantity
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
JOIN part ON voucher_detail.part_id = part.id
WHERE voucher_specification.voucher_type = 'خرید'
	AND part.title LIKE '%پنی سیلین 400%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND voucher_specification.direction = 'ورودی'
ORDER BY inv_voucher.DATE DESC
","```sql
SELECT 
    QUANTITY 
FROM 
    INV_VOUCHER_ITEM 
WHERE 
    PART_REF = (SELECT ID FROM PART WHERE TITLE = 'پنی سیلین') 
ORDER BY 
    INV_VOUCHER_REF DESC 
LIMIT 1;
```"
کد آخرین سند خرید DRI چی هست؟,INV,"SELECT TOP (1) Inv_Voucher.Number
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON Inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.VoucherType = ‘خرید’
ORDER BY Inv_Voucher.DATE DESC
","```sql
SELECT NUMBER 
FROM INV_VOUCHER 
WHERE VOUCHER_SPECIFICATION_REF IN (SELECT ID FROM VOUCHER_SPECIFICATION WHERE TITLE = 'خرید' AND VOUCHER_TYPE = 'DRI')
ORDER BY DATE DESC
LIMIT 1;
```"
مقدار کل دولومیت مصرفی امروز تولید، به واحد دوم چقدر هست؟,INV,"SELECT SUM(Inv_Voucher_Item.SECOND_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘مصرف’
	AND Voucher_Specification.Title LIKE ‘%مصرف تولید%’
	AND Part.title LIKE ‘%دولومیت%’
","```sql
SELECT SUM(II.QUANTITY * UI.DIMENSION) 
FROM INV_VOUCHER_ITEM II
JOIN INV_VOUCHER IV ON II.INVENTORY_VOUCHER_REF = IV.ID
JOIN PART P ON II.PART_REF = P.ID
JOIN UNIT UI ON II.UNIT_REF = UI.ID
WHERE IV.DATE = CURDATE()
AND P.TITLE = 'دولومیت'
AND UI.DIMENSION = 'دوم';
```"
مقدار میانگین روزانه ضایعات تولید برای آهن اسفنجی، در بهار چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.major_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘ضایعات’
	AND Voucher_Specification.Title LIKE ‘%ضایعات تولید%’
	AND Part.title LIKE ‘%آهن اسفنجی%’
","```sql
-- This query is based on the provided schema and might not be accurate for real-world scenarios. 
-- It assumes that ""ضایعات تولید"" is captured in the INV_VOUCHER table with appropriate data.

SELECT AVG(QUANTITY) AS AVERAGE_DAILY_WASTE
FROM INV_VOUCHER
WHERE 
    VOUCHER_TYPE = 'ضایعات' -- Assuming 'ضایعات' is the voucher type for production waste
    AND PART_REF = (SELECT ID FROM PART WHERE TITLE = 'آهن اسفنجی') -- Assuming 'آهن اسفنجی' is the part name
    AND DATE BETWEEN DATE('now', '-3 months') AND DATE('now') -- Assuming 'بهار' is the last three months
    AND DATE_PART('month', DATE) IN (3, 4, 5); -- Assuming 'بهار' is March, April, May
```"
برگشت از خرید لپ تاپ ASUS دیروز به کدوم تامین کننده بوده؟,INV,"SELECT Inv_Voucher.SUPPLIER_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘%برگشت از خرید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```sql
SELECT 
    SUPPLIER_TITLE
FROM 
    INV_VOUCHER
WHERE 
    DATE = CURDATE() - INTERVAL 1 DAY
    AND TITLE LIKE '%لپ تاپ ASUS%'
    AND VOUCHER_TYPE = 'خرید'
    AND DIRECTION = 'ورودی';
```"
کالای امانی DRI رسبد شده به انبار مواد اولیه تولید، مربوط به کدام طرف حساب بوده؟,INV,"SELECT Inv_Voucher.CONSIGNMENT_PARTY_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘امانی’
	AND Voucher_Specification.Title LIKE ‘%دریافت امانی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```sql
SELECT CONSIGNMENT_PARTY_TITLE
FROM INV_VOUCHER
WHERE TITLE = 'DRI'
  AND STATE = 'ثبت شده'
  AND STORE_REF = (SELECT ID FROM STORE WHERE TITLE = 'مواد اولیه تولید');
```"
کل مقدار برگشت خورده کالای آهن قراضه، از انبار WH_001 شیراز چقدره؟,INV,"SELECT Inv_Voucher_Item.Major_Unit_Quantity
FROM Inv_Voucher_Item
JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘ % شیراز % ’
	AND Store.Code = ‘WH_001’
	AND Part.Title LIKE ‘ % آهن قراضه % ’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘ % برگشت از خرید % ’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```sql
SELECT SUM(II.QUANTITY) AS TotalReturnedQuantity
FROM INV_VOUCHER_ITEM II
JOIN INV_VOUCHER IV ON II.INVENTORY_VOUCHER_REF = IV.ID
JOIN PART P ON II.PART_REF = P.ID
WHERE IV.STORE_REF = (SELECT ID FROM STORE WHERE CODE = 'WH_001')
  AND P.TITLE = 'آهن قراضه'
  AND IV.STATE = 'ثبت شده'
  AND II.SL_TITLE = 'برگشت'; 
```"
حداقل مصرف پروژه روزانه گریس از ابتدای سال چقدر بوده؟,INV,"SELECT Min(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","```sql
SELECT SUM(IIF(V.VOUCHER_TYPE = 'مصرف', II.QUANTITY, 0)) AS TotalGreaseConsumption
FROM INV_VOUCHER V
JOIN INV_VOUCHER_ITEM II ON V.ID = II.INVENTORY_VOUCHER_REF
WHERE V.DATE >= '2023-01-01'
  AND II.PART_REF IN (SELECT ID FROM PART WHERE TITLE = 'گریس')
  AND V.PROJECT_TITLE = 'پروژه مورد نظر'; 
```"
حداکثر مصرف پروژه روزانه گریس، تو شعبه شیراز، از ابتدای سال چقدر بوده؟,INV,"SELECT MAX(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	JOIN Store ON INV_Voucher.Store_Id = Store.Id
	JOIN Plant ON Store.Plant_Id = Plant.Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Plant.Branch_Title LIKE ‘%شیراز%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","```sql
SELECT MAX(IIF(INV_VOUCHER_ITEM.SL_TITLE = 'مصرف', INV_VOUCHER_ITEM.QUANTITY, 0)) AS max_consumption
FROM INV_VOUCHER_ITEM
JOIN INV_VOUCHER ON INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF = INV_VOUCHER.ID
JOIN PART ON INV_VOUCHER_ITEM.PART_REF = PART.ID
WHERE PART.TITLE = 'گریس'
  AND INV_VOUCHER.BRANCH_TITLE = 'شیراز'
  AND INV_VOUCHER.DATE >= '2023-01-01'
  AND INV_VOUCHER.STATE = 'ثبت شده';
```"
