query,schema,sql,model_response
"تعداد متمایز اقلام اسناد ارسال به تولید امروز از انبار ""دارایی های ثابت"" چقدر بوده؟",INV,"SELECT count DISTINCT inv_voucher_detail.partId
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN store ON store.id = inv_voucher.storeid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE inv_voucher.store inv_voucher.DATE = cast(getdate() AS DATE)
	AND store.title LIKE '%دارایی های ثابت%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","```sql
SELECT COUNT(DISTINCT i.PART_REF) AS distinct_item_count
FROM INV_VOUCHER iv
JOIN VOUCHER_SPECIFICATION vs ON iv.VOUCHER_SPECIFICATION_REF = vs.ID
JOIN INV_VOUCHER_ITEM i ON iv.ID = i.INVENTORY_VOUCHER_REF
JOIN STORE s ON iv.STORE_REF2 = s.ID -- Assuming the ""دارایی های ثابت"" is a store title or alias
WHERE
    vs.TITLE = 'ارسال به تولید'
    AND iv.DATE = CURRENT_DATE;
```"
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
","```sql
SELECT SUM(quantity) AS total_quantity_sent_to_production
FROM inv_voucher_item
WHERE
    UPPER(part_ref) = 'پنی سیلین' AND
    DATEPART(quarter, date) = 1; -- assuming that ""اول بهار"" refers to the first quarter of a year.
```"
مقدار آخرین سند انبار مربوط به کالای پنی سیلین چقدره؟ ,INV,"SELECT TOP (1) quantity
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
JOIN part ON voucher_detail.part_id = part.id
WHERE voucher_specification.voucher_type = 'خرید'
	AND part.title LIKE '%پنی سیلین 400%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND voucher_specification.direction = 'ورودی'
ORDER BY inv_voucher.DATE DESC
","```sql
SELECT i.quantity, iv.number AS ""سند انبار""  FROM inv_voucher as iv JOIN inv_voucher_item as i ON iv.id = i.inventory_voucher_ref WHERE part_ref IN (
    SELECT id from PART where title LIKE '%پنی سیلین%'
) ORDER BY iv.date DESC LIMIT 1;```"
کد آخرین سند خرید DRI چی هست؟,INV,"SELECT TOP (1) Inv_Voucher.Number
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON Inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.VoucherType = ‘خرید’
ORDER BY Inv_Voucher.DATE DESC
","```sql
SELECT code 
FROM voucher_specification AS vs, inv_voucher AS iv
WHERE UPPER(vs.title) = 'DRI' AND
      vs.id = iv.voucher_specification_ref
  ORDER BY iv.date DESC LIMIT 1;
```"
مقدار کل دولومیت مصرفی امروز تولید، به واحد دوم چقدر هست؟,INV,"SELECT SUM(Inv_Voucher_Item.SECOND_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘مصرف’
	AND Voucher_Specification.Title LIKE ‘%مصرف تولید%’
	AND Part.title LIKE ‘%دولومیت%’
","```sql
SELECT SUM(quantity) AS total_dolomite_consumption 
FROM inv_voucher_item
INNER JOIN part ON inv_voucher_item.part_ref = part.id
WHERE 
    DATEPART(DAY, inv_voucher_item.production_date) = CAST(GETDATE() AS DATE)
    AND UPPER(part.title) = 'دولومیت';
```"
مقدار میانگین روزانه ضایعات تولید برای آهن اسفنجی، در بهار چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.major_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘ضایعات’
	AND Voucher_Specification.Title LIKE ‘%ضایعات تولید%’
	AND Part.title LIKE ‘%آهن اسفنجی%’
","```sql
SELECT AVG(waste) AS Average_Daily_Waste
FROM (
    SELECT datepart(day, PRODUCTION_DATE) AS Day ,
           SUM(CASE
                   WHEN PART_TITLE = 'آهن اسفنجی' THEN MAJOR_QUANTITY * REMAINED_MAJOR_QUANTITY / 100
                   ELSE 0
               END) AS waste
    FROM INV_VOUCHER_ITEM
    WHERE VOUCHER_SPECIFICATION_REF IN (SELECT ID
                                        FROM VOUCHER_SPECIFICATION
                                        WHERE TITLE = 'ضایعات')
          AND datepart(month, PRODUCTION_DATE) BETWEEN 3 AND 5 -- Assuming fiscal year starts in fall.
    GROUP BY datepart(day, PRODUCTION_DATE)
) AS DailyWaste;
```"
برگشت از خرید لپ تاپ ASUS دیروز به کدوم تامین کننده بوده؟,INV,"SELECT Inv_Voucher.SUPPLIER_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘%برگشت از خرید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```sql
SELECT DISTINCT t1.SUPPLIER_TITLE, t2.* 
FROM INV_VOUCHER AS t1 JOIN VOUCHER_SPECIFICATION as t2 ON t1.VOUCHER_SPECIFICATION_REF = t2.ID AND DATE(t1.DATE) = '2023-08-4' and t2.TITLE LIKE '%ASUS%';
```"
کالای امانی DRI رسبد شده به انبار مواد اولیه تولید، مربوط به کدام طرف حساب بوده؟,INV,"SELECT Inv_Voucher.CONSIGNMENT_PARTY_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘امانی’
	AND Voucher_Specification.Title LIKE ‘%دریافت امانی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```sql
SELECT DISTINCT t1.CONSIGNMENT_PARTY_TITLE, t2.title AS PART_NAME 
FROM inv_voucher AS t3 
JOIN voucher_specification AS t4 ON t3.VOUCHER_SPECIFICATION_REF = t4.ID AND t4.COUNTER_PART_TYPE = 'طرف حساب امانی'  
JOIN INV_VOUCHER_ITEM as t1 on t1.INVENTORY_VOUCHER_REF=t3.id 
join PART AS t2 ON t1.part_ref = t2.ID AND t2.CODE='DRI';
```"
کل مقدار برگشت خورده کالای آهن قراضه، از انبار WH_001 شیراز چقدره؟,INV,"SELECT Inv_Voucher_Item.Major_Unit_Quantity
FROM Inv_Voucher_Item
JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘ % شیراز % ’
	AND Store.Code = ‘WH_001’
	AND Part.Title LIKE ‘ % آهن قراضه % ’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘ % برگشت از خرید % ’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","```sql
SELECT SUM(quantity) AS total_returned_amount 
FROM inv_voucher_item
WHERE part_ref IN (
    SELECT id 
    FROM part WHERE title = 'آهن قراضه'
) AND store_ref IN (
    SELECT s.id 
    FROM store s, plant p 
    WHERE s.plant_ref = p.id AND p.title = 'شیراز' AND s.code = 'WH_001');
```"
حداقل مصرف پروژه روزانه گریس از ابتدای سال چقدر بوده؟,INV,"SELECT Min(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","```sql
SELECT MIN(quantity) AS 'Minimum Daily Grease Consumption from Beginning of Year'
FROM inv_voucher_item
WHERE part_ref IN (
    SELECT id 
    FROM PART WHERE TITLE = 'گریس') AND DATE >= CONCAT(YEAR(CURDATE()), '-01-01');
```"
حداکثر مصرف پروژه روزانه گریس، تو شعبه شیراز، از ابتدای سال چقدر بوده؟,INV,"SELECT MAX(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	JOIN Store ON INV_Voucher.Store_Id = Store.Id
	JOIN Plant ON Store.Plant_Id = Plant.Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Plant.Branch_Title LIKE ‘%شیراز%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","```sql
SELECT
    p.title AS PART_TITLE,
    MAX(i.major_quantity) AS max_daily_consumption
FROM inv_voucher i
JOIN part p ON i.part_ref = p.id
WHERE EXTRACT(YEAR FROM i.date) = YEAR(CURRENT_DATE)
  AND EXTRACT(MONTH FROM i.date) = MONTH(CURRENT_DATE)
  AND i.project_title LIKE '%شیراز%' -- assuming project titles include the branch name
  AND i.voucher_specification_ref IN (
    SELECT id
    FROM voucher_specification
    WHERE title = 'مصرف'
)
GROUP BY p.id;
```"
