query,schema,sql,model_response
"الگوهایی که نوع تاثیر بر موجودیشون ""موقت"" هستن کدومهان؟",INV,"SELECT title
FROM Voucher_Specification
WHERE type_of_effect = ‘موقت’
","Based on the provided schema, there is no column or table that directly indicates whether an inventory movement has a temporary effect on stock. Therefore, it's impossible to write an SQL query answering this question without additional information.

However, if such information exists in one of the tables not shown here, you would need to join `INV_VOUCHER` and `INV_VOUCHER_ITEM` with that table (or use a subquery) to filter for records where the effect on inventory is ""temporary"". Here's an example assuming there was a column named `EFFECT_ON_STOCK` in the `INV_VOUCHER` table:

```sql
SELECT *
FROM INV_VOUCHER
WHERE EFFECT_ON_STOCK = 'موقت'
```

But since this information isn't present in the provided schema, we cannot write a valid SQL query to answer the question."
"نوع تاثیر بر موجودی ""برگشت به تولید"" چیه؟",INV,"SELECT type_of_effect
FROM voucher_specification
WHERE title LIKE ‘%برگشت به تولید%’
","با توجه به شما دستورالعمل ها و ساختار پایگاه داده، امکان استخراج نوع تاثیر بر موجودی ""برگشت به تولید"" مستقیماً وجود ندارد. چرا که این نوع جزئیات معمولاً در زیر مجموعه ها یا فیلدهای خاص ذخیره می شوند و در ساختار داده های موجود ذکر نشده است.
به عبارت دیگر، این نوع تاثیر بر موجودی بستگی به جزئیات عملیات انبارداری خاص که در یک سند انبار (INV_VOUCHER) ثبت می شود و همچنین به تعداد واحدهای کالا که در اقلام سند انبار (INV_VOUCHER_ITEM) ذخیره می شوند، دارد. 

به عنوان مثال، ""برگشت به تولید"" ممکن است به معنی بازگشت موجودی به انبار پس از یک عملیات تولید ناکام باشد که در نتیجه موجودی موجود را افزایش می دهد. ولی برای تعیین دقیق تر، باید جزئیات خاص هر سند انبار و آیتم انبار را بررسی کرد.

با این حال، در صورت وجود چنین فرضیه ای، ممکن است چنین پرس و جوی SQL نمونه برای تعیین تاثیر ""برگشت به تولید"" بر موجودی وجود داشته باشد:

```sql
SELECT 
    iv.DATE,
    iv.TITLE,
    ivi.QUANTITY, 
    ivi.MAJOR_QUANTITY,
    ivi.SECOND_UNIT_QUANTITY,
    ivi.REMAINED_MAJOR_QUANTITY,
    ivi.REMAINED_SECOND_UNIT_QUANTITY
FROM INV_VOUCHER iv
JOIN INV_VOUCHER_ITEM ivi ON iv.ID = ivi.INVENTORY_VOUCHER_REF 
WHERE iv.TITLE LIKE '%برگشت به تولید%';
```

لطفاً توجه داشته باشید که این پرس و جوی SQL براساس فرض است که عنوان سند انبار (TITLE) شامل عبارت ""برگشت به تولید"" است. در عمل، ممکن است باید یک شرط یا منطق مختلف را اعمال کرد تا این نوع تاثیرات را تشخیص دهد.

به طور خلاصه، بدون جزئیات بیشتر در مورد نحوه ثبت و ذخیره سازی ""برگشت به تولید"" در پایگاه داده، امکان تعیین دقیق تاثیر آن بر موجودی وجود ندارد."
انواع تاثیر بر موجودی برای الگوها چی ها هستن؟,INV,"SELECT DISTINCT type_of_effect
FROM voucher_specification
","با توجه به شما داده ها، ما قادر به تعیین دقیق تاثیرات بر موجودی بر اساس الگوهای خاص نیستیم. ولی در کل، تاثیرات بر موجودی معمولاً شامل ورود (مانند خرید یا دریافت) و خروج (مانند فروش یا استفاده در تولید) هستند. این موارد ممکن است در جداول مختلف ذخیره شوند.

اما برای پاسخ به سوال شما، ما نیاز به بیشتر جزئیات داریم چون ""الگوها"" که در سوال شما آمده است، در توضیحات ارائه شده وجود ندارد. 

با این حال، برای مشاهده تاثیرات مختلف روی موجودی میتوانید به جدول `INV_VOUCHER` و `INV_VOUCHER_ITEM` مراجعه کنید.

برای مثال:

```sql
SELECT * FROM INV_VOUCHER WHERE STATE = 'تایید شده';
```

و 

```sql
SELECT * FROM INV_VOUCHER_ITEM WHERE INVENTORY_VOUCHER_REF IN (SELECT ID FROM INV_VOUCHER WHERE STATE = 'تایید شده');
```
این دستورات SQL تمامی اسناد انبار را که تأثیر بر موجودی دارند و تایید شده اند را نشان می دهد."
نوع طرف مقابل تعریف شده برای الگوی دریافت ضایعات تولید چی تعریف شده؟,INV,"SELECT counter_Part_Type
FROM voucher_specification
WHERE title ‘%دریافت ضایعات%’
","SELECT DISTINCT SUPPLIER_TITLE, CONTRACTOR_TITLE, COST_CENTER_TITLE, PROJECT_TITLE, CUSTOMER_TITLE 
FROM INV_VOUCHER 
WHERE TITLE = 'الگوی دریافت ضایعات تولید'"
لیست الگوهایی که طرف مقال اونها شخص-شرکت هستن رو نشون بده ,INV,"SELECT title
FROM voucher_specification
WHERE counter_Part_Type = ‘شخص - شرکت’","SELECT DISTINCT INV_VOUCHER.TITLE 
FROM INV_VOUCHER 
WHERE (INV_VOUCHER.SUPPLIER_TITLE = 'شخص' OR INV_VOUCHER.SUPPLIER_TITLE = 'شرکت') 
OR (INV_VOUCHER.CONTRACTOR_TITLE = 'شخص' OR INV_VOUCHER.CONTRACTOR_TITLE = 'شرکت')
OR (INV_VOUCHER.CUSTOMER_TITLE = 'شخص' OR INV_VOUCHER.CUSTOMER_TITLE = 'شرکت')
OR (INV_VOUCHER.CARRIER_TITLE = 'شخص' OR INV_VOUCHER.CARRIER_TITLE = 'شرکت')
OR (INV_VOUCHER.CONSIGNMENT_PARTY_TITLE = 'شخص' OR INV_VOUCHER.CONSIGNMENT_PARTY_TITLE = 'شرکت')
OR (INV_VOUCHER.EMPLOYEE_TITLE = 'شخص' OR INV_VOUCHER.EMPLOYEE_TITLE = 'شرکت')
OR (INV_VOUCHER.SALES_PERSON_TITLE = 'شخص' OR INV_VOUCHER.SALES_PERSON_TITLE = 'شرکت');"
انواع طرف مقابل تعریف شده برای الگوهای اسناد انبار چی ها هستن؟,INV,"SELECT DISTINCT counter_Part_Type
FROM voucher_specification
","SELECT DISTINCT SUPPLIER_TITLE, CONTRACTOR_TITLE, COST_CENTER_TITLE, PROJECT_TITLE, CUSTOMER_TITLE, CARRIER_TITLE, CONSIGNMENT_PARTY_TITLE, EMPLOYEE_TITLE, SALES_PERSON_TITLE FROM INV_VOUCHER;"
الگوهای تحویل دارایی ثابت، چه نوع طرف مقابل هایی دارن؟,INV,"SELECT counter_Part_Type
FROM voucher_specification
WHERE voucher_Type = ‘تحویل دارایی ثابت’
","SELECT DISTINCT SUPPLIER_TITLE, CONTRACTOR_TITLE, CUSTOMER_TITLE, CARRIER_TITLE, CONSIGNMENT_PARTY_TITLE, EMPLOYEE_TITLE, SALES_PERSON_TITLE FROM INV_VOUCHER;"
"آخرین سند انبار ثبت شده در انبار ""مواد اولیه مصرفی تولید"" مربوط به چه تاریخی هست؟",INV,"SELECT TOP (1) DATE
FROM Voucher
JOIN store ON Inv_Voucher.Store_Id = Store.Id
WHERE store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY DATE DESC
","SELECT MAX(DATE) 
FROM INV_VOUCHER 
WHERE STORE_REF = (SELECT ID FROM Stores WHERE TITLE = 'مواد اولیه مصرفی تولید') AND STATE = 'ثبت شده'"
"کد سند مربوط به آخرین سند انبار ثبت شده در انبار ""مواد اولیه مصرفی تولید"" چیه؟",INV,"SELECT TOP (1) number
FROM Voucher
JOIN store ON Inv_Voucher.Store_Id = Store.Id
WHERE store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY DATE DESC
","SELECT ID FROM INV_VOUCHER WHERE STORE_REF = (SELECT ID FROM Stores WHERE TITLE = 'مواد اولیه مصرفی تولید') ORDER BY DATE DESC, ID DESC LIMIT 1;
```sql
SELECT ID 
FROM INV_VOUCHER 
WHERE STORE_REF = (
    SELECT ID 
    FROM Stores 
    WHERE TITLE = 'مواد اولیه مصرفی تولید'
) 
ORDER BY DATE DESC, ID DESC 
LIMIT 1;
```
Please note that the subquery `SELECT ID FROM Stores WHERE TITLE = 'مواد اولیه مصرفی تولید'` assumes there is a table named ""Stores"" which has an attribute ""TITLE"". However, based on the provided schema, such a table does not exist. Therefore, this query might not work as expected in your database.
If you don't have a separate Stores table and store names are stored directly in INV_VOUCHER.STORE_REF2 or INV_VOUCHER.STORE_REF, then you would need to replace STORE_REF with the appropriate column name and remove the subquery. However, without knowing how stores are referenced in your schema, I cannot provide an exact query.
```sql
-- Assuming store names are stored directly in INV_VOUCHER.STORE_REF or INV_VOUCHER.STORE_REF2
SELECT ID 
FROM INV_VOUCHER 
WHERE STORE_REF = 'مواد اولیه مصرفی تولید' -- replace with the correct column name and value
ORDER BY DATE DESC, ID DESC 
LIMIT 1;
```
Again, please replace `'مواد اولیه مصرفی تولید'` with the appropriate column name (either `STORE_REF` or `STORE_REF2`) based on how stores are referenced in your schema. If store names are not stored directly in INV_VOUCHER, you will need to adjust the query accordingly.
```sql
-- Assuming store names are NOT stored directly in INV_VOUCHER and there is no separate Stores table
-- In this case, we cannot provide an exact SQL query without additional information about how stores are referenced in your schema.
```
If you have a different way of referencing stores or if the store name is not directly stored in INV_VOUCHER, please provide more details so I can help you construct the correct query."
وضعیت سند انبار با شماره 540122301 چیه؟,INV,"SELECT STATE
FROM Voucher
WHERE number = ‘540122301’
",SELECT STATE FROM INV_VOUCHER WHERE NUMBER = '540122301';
"معین مربوط به سند 540122301 تو انبار ""دارایی های ثابت"" چیه؟",INV,"SELECT SL_TITLE
FROM Voucher
JOIN store ON Inv_Voucher.Store_ID = Store.Id
WHERE store.title LIKE ‘%دارایی های ثابت%’
","SELECT SL_TITLE FROM INV_VOUCHER WHERE ID = 540122301 AND STORE_REF = (SELECT ID FROM STORES WHERE TITLE = 'دارایی های ثابت'); 
Note: The STORES table is not provided in the schema, so this query assumes its existence and structure. If it does not exist, this part of the query will fail."
شرح سند 540122301 رو میخوام,INV,"SELECT description
FROM voucher
WHERE number = ‘540122301’
",SELECT DESCRIPTION FROM INV_VOUCHER WHERE NUMBER = '540122301';
"کد آخرین سند رسید خرید داخلی به انبار ""مواد اولیه تولید"" چیه؟",INV,"SELECT number
FROM voucher
JOIN store ON Inv_Voucher.Store_id = store.id
JOIN voucher_specification ON voucher_specification.id = Inv_Voucher.voucher_specification_id
WHERE store.title LIKE ‘%مواد اولیه تولید%’
	AND voucher_Specification.title LIKE ‘%رسید خرید%‘
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT NUMBER FROM INV_VOUCHER WHERE STORE_REF = (SELECT ID FROM Stores WHERE TITLE = 'مواد اولیه تولید') AND SUPPLIER_TITLE IS NOT NULL ORDER BY DATE DESC, ID DESC LIMIT 1; 
```
Note: This assumes that there is another table ""Stores"" which contains the title and id of stores. However, based on provided schema this information might be directly stored in INV_VOUCHER.
```"
مرکز هزینه سند 540122301 مربوط به انبار مواد اولیه چیه؟,INV,"SELECT COST_CENTER_TITLE
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.number = ‘540122301’
	AND store.title LIKE ‘%مواد اولیه%’
","SELECT COST_CENTER_TITLE 
FROM INV_VOUCHER 
WHERE ID = 540122301;"
اسناد امروز مربوط به انبار مواد اولیه مصرفی که باطل شدن رو میخوام,INV,"SELECT number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND store.title LIKE ‘%مواد اولیه%’
	AND Inv_Voucher.STATE = ‘باطل شده’
","SELECT * FROM INV_VOUCHER WHERE DATE = CURDATE() AND STATE = 'بطل شده' AND STORE_REF = 'انبار مواد اولیه مصرفی'; 
Please note that ""STORE_REF = 'انبار مواد اولیه مصرفی'"" might not work if the store_ref is a reference to another table and does not directly contain the name of the warehouse. In this case, you would need to join with the relevant table(s) to filter on the warehouse name. Also CURDATE() function gives today's date in SQL.
However, based on provided schema we can't determine data type of STORE_REF field so this query might need adjustment."
کالای DRI امروز از انبار مواد اولیه مصرفی تولید، به کدوم انبار انتقال داده شده؟,INV,"SELECT TOP (1) Store_2.Title
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Store AS Store_2 ON Inv_Voucher.COUNTER_PART_STORE_ID = Store_2.id
JOIN Inv_Voucher_Item ON Inv_Voucher.id = Inv_Voucher_Item.INVENTORY_VOUCHER_ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.COUNTER_PART_STORE_ID IS NOT NULL
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND VOUCHER_SPECIFICATION.Voucher_Type = ‘انتقال بین انبار’
","SELECT STORE_REF2 FROM INV_VOUCHER WHERE TITLE = 'DRI' AND DATE = CURRENT_DATE AND DESCRIPTION LIKE '%انتقال از انبار مواد اولیه مصرفی تولید%'

Please note that this is an interpretation based on the given schema. The actual query might need adjustments depending on how the data is actually structured and populated in your database.
The query assumes:
1) ""DRI"" is a unique title for the item being moved
2) The description field contains information about the source store (in this case, 'انبار مواد اولیه مصرفی تولید')
3) STORE_REF2 holds the ID of the destination store."
"لیست تمام کالاهایی که امروز به انبار ""دارایی های ثابت"" انتقال داده شده اند رو میخوام",INV,"SELECT DISTINCT Part.Title
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.Inventory_Voucher_id = Inv_Voucher.Id
JOIN part ON Inv_Voucher_Item.Part_id = Part.Id
JOIN Store ON Store.Id = Inv_Voucher.COUNTER_PART_STORE_ID
JOIN VOUCHER_SPECIFICATION ON Inv_Voucher.VOUCHER_SPECIFICATION_ID = VOUCHER_SPECIFICATION.Id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND Inv_Voucher.COUNTER_PART_STORE_ID IS NOT NULL
	AND VOUCHER_SPECIFICATION.Voucher_Type = ‘انتقال بین انبار’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT IVI.PART_REF, IVI.QUANTITY 
FROM INV_VOUCHER_ITEM AS IVI 
JOIN INV_VOUCHER AS IV ON IV.ID = IVI.INVENTORY_VOUCHER_REF 
WHERE IV.DATE = CURRENT_DATE AND IV.STORE_REF2 = (SELECT ID FROM STORE WHERE TITLE = 'دارایی های ثابت') 
AND IV.SL_TITLE = 'انتقال کالا به انبار';"
شماره اولین سند ثبت شده در ماه اردیبهشت در انبار مواد اولیه مصرفی چی بوده؟,INV,"SELECT TOP (1) number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE >= shamsiTomiladi(cast(‘1403 / 02 / 01 ’) AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY Inv_Voucher.DATE
	,voucher.id
","SELECT NUMBER FROM INV_VOUCHER WHERE DATE BETWEEN '1399-04-01' AND '1399-04-30' AND STATE = 'ثبت شده' AND STORE_REF = (SELECT ID FROM STORES WHERE TITLE = 'انبار مواد اولیه مصرفی') ORDER BY DATE ASC LIMIT 1;
Note: The SQL query assumes that there is a STORES table which has not been provided in the schema. If such a table does not exist, this part of the query will need to be adjusted accordingly. Also, the date format and the way dates are handled may vary based on your database system."
شماره آخرین سند ثبت شده در ماه اردیبهشت در انبار مواد اولیه مصرفی چی بوده؟,INV,"SELECT TOP (1) number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE >= shamsiTomiladi(cast(‘1403 / 02 / 31 ’) AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY Inv_Voucher.DATE DESC
	,voucher.id DESC
","SELECT NUMBER FROM INV_VOUCHER WHERE DATE BETWEEN '1399-04-01' AND '1399-04-30' AND STORE_REF = (SELECT ID FROM STORES WHERE TITLE = 'انبار مواد اولیه مصرفی') AND STATE = 'ثبت شده' ORDER BY DATE DESC, ID DESC LIMIT 1; 

Please note that the date format is assumed to be in Persian calendar and SQL query might need adjustment based on how dates are handled in your database. Also, it's assumed that there's another table named STORES which contains information about stores/warehouses.
The above query will not work as expected because we don't have a STORES table in the provided schema. The STORE_REF is an integer field and does not contain any descriptive title like 'انبار مواد اولیه مصرفی'. Therefore, this part of the query cannot be executed based on the given schema.
Also, the state 'ثبت شده' should be translated to English if it's used in the database. The translation would be 'registered'.
The correct and most accurate SQL query that can be written with the provided schema is:

SELECT NUMBER FROM INV_VOUCHER WHERE DATE BETWEEN '1399-04-01' AND '1399-04-30' AND STORE_REF = <ID of the store> AND STATE = 'registered' ORDER BY ID DESC LIMIT 1;
Replace '<ID of the store>' with the actual ID of the store you are interested in. This query will return the number of the last registered voucher in April (Persian month) for a specific store.
However, this is not an exact answer to your question because we don't have information about which store ID corresponds to 'انبار مواد اولیه مصرفی'."
کالای DRI که امروز تو انبار مواد اولیه مصرفی تولید با شماره  540122301 رسید شده مربوط به چه پروژه ای هست؟,INV,"SELECT Inv_Voucher.PROJECT_TITLE
FROM Voucher
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Voucher_Specification ON Inv_Voucher.Voucher_Specification_id = Voucher_Specification.Id
WHERE Inv_Voucher.Number = ‘540122301’
	AND Inv_Voucher.DATE = Cast(getdate() AS DATE)
	AND Store.Title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Voucher_Specification.Direction = ‘ورودی’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT PROJECT_TITLE 
FROM INV_VOUCHER_ITEM 
JOIN INV_VOUCHER ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF 
WHERE PART_REF = 'DRI' AND DATE = CURDATE() AND STORE_REF = '540122301'; 

Please note that the current date is used assuming that ""امروز"" means today and it also assumes that 'DRI' is a unique identifier for the product in INV_VOUCHER_ITEM.PART_REF. Also, '540122301' should be replaced by the correct store reference if this number is not accurate.
However, the date format might need to be adjusted based on your database settings and the actual column data type of DATE in INV_VOUCHER table.

Also note that PROJECT_TITLE may return multiple projects if there are multiple items with same conditions. If you expect only one project, then you should add a DISTINCT keyword before PROJECT_TITLE.
If you want to get only one project (for example, the first one), you can use LIMIT 1 at the end of your query.

Please replace CURDATE() by the actual date if 'امروز' does not mean today in your case."
"تحویل گیرنده ""لپ تاپ 17 اینچ ASUS"" دیروز از انبار ""دارایی های ثابت سیرجان"" کی بوده؟",INV,"SELECT Inv_Voucher.Deliver_To
FROM Voucher
JOIN Store ON Store.Id = Inv_Voucher.Store_id
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER_ITEM.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
WHERE Inv_Voucher.DATE = CAST(Adddate(Day, - 1, getdate()) AS DATE)
	AND part.title LIKE ‘%لپ تاپ 17 اینچ ASUS%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Inv_Voucher.Deliver_To IS NOT NULL
","SELECT INV_VOUCHER.DATE 
FROM INV_VOUCHER 
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF 
WHERE INV_VOUCHER_ITEM.PART_REF = (SELECT ID FROM PART WHERE TITLE = 'لپ تاپ 17 اینچ ASUS') 
AND INV_VOUCHER.STORE_REF = (SELECT ID FROM STORE WHERE TITLE = 'دارایی های ثابت سیرجان') 
AND INV_VOUCHER.DATE = DATE_SUB(CURDATE(), INTERVAL 1 DAY);"
جمع کل آهن اسفنجی که بابت شماره سفارش خرید 14030124500 رسید شده چقدره؟,INV,"SELECT SUM(Inv_Voucher_Item.MAJOR_QUANTITY)
FROM inv_Voucher_Item
JOIN Inv_Voucher ON inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Inv_Voucher.PURCHASE_ORDER_NO = ‘14030124500’
	AND Part.Title LIKE ‘%آهن اسفنجی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_ Specification.Direction = ‘ورودی’
","SELECT SUM(QUANTITY) 
FROM INV_VOUCHER_ITEM 
WHERE PURCHASE_ORDER_NO = '14030124500' AND PART_REF IN (SELECT ID FROM PART WHERE TITLE = 'آهن اسفنجی')"
میانگین هر بار خروج کالا از انبار بابت کالای DRI برای تولید چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.MAJOR_QUANTITY)
FROM inv_Voucher_Item
JOIN Inv_Voucher ON inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Voucher_Specification.Title LIKE ‘%تولید%’
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Inv_Voucher.DATE >= ShamsiToMiladi(‘1403 / 01 / 01 ’)
","SELECT AVG(T2.QUANTITY) 
FROM INV_VOUCHER AS T1 
JOIN INV_VOUCHER_ITEM AS T2 ON T1.ID = T2.INVENTORY_VOUCHER_REF 
WHERE T2.PART_REF = (SELECT ID FROM PART WHERE TITLE = 'DRI') AND T1.TITLE LIKE '%خروج کالا%' AND T1.SL_TITLE LIKE '%تولید%'; 

Please note that this query assumes the existence of a table named ""PART"" which is not provided in your schema. This table would contain information about parts, including their ID and title. Without such a table or similar reference to identify part 'DRI', it's impossible to accurately write this SQL query based on the given schema alone.
Also, '%' signs are used as wildcards for LIKE operator assuming that 'خروج کالا' and 'تولید' might be parts of longer strings in TITLE and SL_TITLE columns respectively. If these strings exactly match with column values, '%' signs can be removed from respective places."
شماره سفارش فروش مربوط به حواله فروش سند انبار 54002154 چیه؟,INV,"SELECT Inv_Voucher.SALES_ORDER_NO
FROM Voucher
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Inv_Voucher.Number = ‘54002154’
	AND Voucher_Specification.Title LIKE ‘%فروش%’
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT SALES_ORDER_NO FROM INV_VOUCHER WHERE NUMBER = '54002154'
```sql
```"
تعداد کل اسناد باطل شده مرکز نگهداری سیرجان، در تیر ماه چقدر بوده؟,INV,"SELECT Count DISTINCT (Voucher.id)
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘%سیرجان%’
	AND Inv_Voucher.STATE = ‘باطل شده’
	AND Inv_Voucher.DATE BETWEEN ShamsiToMiladi(‘1403 / 04 / 01 ’)
		AND ShamsiToMiladi(‘1403 / 04 / 31 ’)
","SELECT COUNT(*) 
FROM INV_VOUCHER 
WHERE STATE = 'بطل شده' AND COST_CENTER_TITLE = 'مرکز نگهداری سیرجان' AND MONTH(DATE) = 6;
Note: In Persian calendar, Tir month is the sixth month. However, SQL date functions may not directly support Persian calendar. This query assumes that DATE field is in Gregorian format and we are looking for June (6th month). If DATE field uses Persian calendar, you will need a function to convert it to Gregorian before extracting the month.
Also, 'بطل شده' should be replaced with the exact string used in your database to represent 'canceled'. The same applies to 'مرکز نگهداری سیرجان'.
If SQL Server is being used, Persian date can be handled using built-in functions. If not, you may need a custom function or stored procedure for conversion.
Please replace placeholders with actual values from your database."
"تعداد متمایز اقلام اسناد ارسال به تولید امروز از انبار ""دارایی های ثابت"" چقدر بوده؟",INV,"SELECT count DISTINCT inv_voucher_detail.partId
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN store ON store.id = inv_voucher.storeid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE inv_voucher.store inv_voucher.DATE = cast(getdate() AS DATE)
	AND store.title LIKE '%دارایی های ثابت%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT COUNT(DISTINCT ivi.ID) 
FROM INV_VOUCHER inv 
JOIN INV_VOUCHER_ITEM ivi ON inv.ID = ivi.INVENTORY_VOUCHER_REF 
WHERE inv.DATE = CURRENT_DATE AND inv.SL_TITLE = 'ارسال به تولید' AND inv.STORE_REF = (SELECT ID FROM STORE WHERE TITLE = 'دارایی های ثابت');
Please note that the subquery to get store id with title 'دارایی های ثابت' is assumed based on common database design practices. If there's a different way to retrieve this information in your schema, please replace it accordingly.
Also, the SL_TITLE value 'ارسال به تولید' should be replaced if it doesn't match exactly in your data."
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
","SELECT SUM(inv_voucher_item.quantity) 
FROM inv_voucher_item 
JOIN inv_voucher ON inv_voucher.id = inv_voucher_item.inventory_voucher_ref 
WHERE inv_voucher.date >= '1399-06-21' AND inv_voucher.date < '1399-09-22' 
AND inv_voucher_item.production_order_no LIKE '%پنی سیلین%' ;
Note: The date format is based on the Persian calendar, and the search for production order number assumes that the name of product ('پنی سیلین') is included in this field. This might not be accurate depending on how these fields are actually used in your database."
مقدار آخرین سند انبار مربوط به کالای پنی سیلین چقدره؟ ,INV,"SELECT TOP (1) quantity
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
JOIN part ON voucher_detail.part_id = part.id
WHERE voucher_specification.voucher_type = 'خرید'
	AND part.title LIKE '%پنی سیلین 400%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND voucher_specification.direction = 'ورودی'
ORDER BY inv_voucher.DATE DESC
","SELECT INV_VOUCHER_ITEM.QUANTITY 
FROM INV_VOUCHER_ITEM 
JOIN INV_VOUCHER ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF 
WHERE INV_VOUCHER_ITEM.PART_REF = (SELECT ID FROM PART WHERE TITLE = 'پنی سیلین') 
ORDER BY INV_VOUCHER.DATE DESC LIMIT 1;"
