query,schema,sql,model_response
"تحویل گیرنده ""لپ تاپ 17 اینچ ASUS"" دیروز از انبار ""دارایی های ثابت سیرجان"" کی بوده؟",INV,"SELECT Inv_Voucher.Deliver_To
FROM Voucher
JOIN Store ON Store.Id = Inv_Voucher.Store_id
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER_ITEM.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
WHERE Inv_Voucher.DATE = CAST(Adddate(Day, - 1, getdate()) AS DATE)
	AND part.title LIKE ‘%لپ تاپ 17 اینچ ASUS%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Inv_Voucher.Deliver_To IS NOT NULL
","SELECT INV_VOUCHER_ITEM.TRANSPORTER_NAME 
FROM INV_VOUCHER_ITEM 
JOIN INV_VOUCHER ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF  
WHERE DATE = CURDATE() - INTERVAL 1 DAY 
AND INV_VOUCHER_ITEM.SUPPLIER_TITLE = 'دارایی های ثابت سیرجان' 
AND INV_VOUCHER_ITEM.PURCHASE_ORDER_NO LIKE '%لپ تاپ 17 اینچ ASUS%'"
جمع کل آهن اسفنجی که بابت شماره سفارش خرید 14030124500 رسید شده چقدره؟,INV,"SELECT SUM(Inv_Voucher_Item.MAJOR_QUANTITY)
FROM inv_Voucher_Item
JOIN Inv_Voucher ON inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Inv_Voucher.PURCHASE_ORDER_NO = ‘14030124500’
	AND Part.Title LIKE ‘%آهن اسفنجی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_ Specification.Direction = ‘ورودی’
","SELECT SUM.IQ.Quantity * I.Unit.Price 
FROM INV_VOUCHER_ITEM AS IQ 
JOIN COA AS C ON IQ.SL_Title = C.Title 
JOIN UNIT AS U ON IQ.Second_Unit = U.Title 
WHERE C.Description = 'آهن اسفنجی' AND IQ.PURCHASE_ORDER_NO = '14030124500';"
میانگین هر بار خروج کالا از انبار بابت کالای DRI برای تولید چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.MAJOR_QUANTITY)
FROM inv_Voucher_Item
JOIN Inv_Voucher ON inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Voucher_Specification.Title LIKE ‘%تولید%’
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Inv_Voucher.DATE >= ShamsiToMiladi(‘1403 / 01 / 01 ’)
","SELECT AVG(T1.quantity) 
FROM INV_VOUCHER_ITEM T1 
JOIN INV_VOUCHER T2 ON T1.INVENTORY_VOUCHER_REF = T2.ID 
WHERE T1.SL_TITLE = 'DRI' AND T2.TITLE LIKE '%خروج%'"
شماره سفارش فروش مربوط به حواله فروش سند انبار 54002154 چیه؟,INV,"SELECT Inv_Voucher.SALES_ORDER_NO
FROM Voucher
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Inv_Voucher.Number = ‘54002154’
	AND Voucher_Specification.Title LIKE ‘%فروش%’
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT SALES_ORDER_NO 
FROM INV_VOUCHER 
WHERE NUMBER = '54002154'"
تعداد کل اسناد باطل شده مرکز نگهداری سیرجان، در تیر ماه چقدر بوده؟,INV,"SELECT Count DISTINCT (Voucher.id)
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘%سیرجان%’
	AND Inv_Voucher.STATE = ‘باطل شده’
	AND Inv_Voucher.DATE BETWEEN ShamsiToMiladi(‘1403 / 04 / 01 ’)
		AND ShamsiToMiladi(‘1403 / 04 / 31 ’)
","SELECT COUNT(*) 
FROM INV_VOUCHER 
WHERE COST_CENTER_TITLE = 'مرکز نگهداری سیرجان' AND STATE = 'باطل شده' AND MONTH(DATE) = 4;"
"تعداد متمایز اقلام اسناد ارسال به تولید امروز از انبار ""دارایی های ثابت"" چقدر بوده؟",INV,"SELECT count DISTINCT inv_voucher_detail.partId
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN store ON store.id = inv_voucher.storeid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE inv_voucher.store inv_voucher.DATE = cast(getdate() AS DATE)
	AND store.title LIKE '%دارایی های ثابت%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT COUNT(DISTINCT INV_VOUCHER_ITEM.RELATED_ITEM_ID) 
FROM INV_VOUCHER 
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_Voucher_ITEM.INVENTORY_VOUCHER_REF  
WHERE INV_VOUCHER.PROJECT_TITLE IS NOT NULL 
AND INV_VOUCHER.STORE_REF = (SELECT ID FROM STORE WHERE NAME = 'دارایی های ثابت') 
AND INV_VOUCHER.DATE = CURRENT_DATE()"
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
","SELECT SUM(T1.quantity) 
FROM INV_VOUCHER T1 
JOIN INV_VOUCHER_ITEM T2 ON T1.ID = T2.INVENTORY_VOUCHER_REF  
WHERE T1.FY_TITLE = 'اول بهار' AND T2.SL_TITLE LIKE '%پنی سیلین%'"
مقدار آخرین سند انبار مربوط به کالای پنی سیلین چقدره؟ ,INV,"SELECT TOP (1) quantity
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
JOIN part ON voucher_detail.part_id = part.id
WHERE voucher_specification.voucher_type = 'خرید'
	AND part.title LIKE '%پنی سیلین 400%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND voucher_specification.direction = 'ورودی'
ORDER BY inv_voucher.DATE DESC
","SELECT MAX(I.NUMBER) 
FROM INV_VOUCHER I 
JOIN INV_VOUCHER_ITEM IV ON I.ID = IV.INVENTORY_VOUCHER_REF  
WHERE IV.SUPPLIER_TITLE = 'تامین کننده' AND IV.DESCRIPTION = 'کالای پنی سیلین';"
کد آخرین سند خرید DRI چی هست؟,INV,"SELECT TOP (1) Inv_Voucher.Number
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON Inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.VoucherType = ‘خرید’
ORDER BY Inv_Voucher.DATE DESC
","SELECT MAX(NUMBER) 
FROM INV_VOUCHER 
WHERE TITLE = 'خرید' AND SUPPLIER_TITLE LIKE '%DRI%' AND STATE = 'تایید شده';"
مقدار کل دولومیت مصرفی امروز تولید، به واحد دوم چقدر هست؟,INV,"SELECT SUM(Inv_Voucher_Item.SECOND_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘مصرف’
	AND Voucher_Specification.Title LIKE ‘%مصرف تولید%’
	AND Part.title LIKE ‘%دولومیت%’
",SELECT SUM(T2.REMAINED_SECOND_UNIT_QUANTITY) AS TotalCalciteConsumptionTodayInUnits FROM INV_VOUCHER_ITEM T1 INNER JOIN INV_VOUCHER_ITEM T2 ON T1.INVENTORY_VOUCHER_REF = T2.INVENTORY_VOUCHER_REF WHERE T1.SL_TITLE LIKE '%تولید%' AND DATE(T1.DATE) = CURDATE() AND T2.MAJOR_QUANTITY = 0;
مقدار میانگین روزانه ضایعات تولید برای آهن اسفنجی، در بهار چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.major_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘ضایعات’
	AND Voucher_Specification.Title LIKE ‘%ضایعات تولید%’
	AND Part.title LIKE ‘%آهن اسفنجی%’
","SELECT AVG(DATEDIFF(production_date, '01/03/2023')) AS AverageDailyLosses 
FROM INV_VOUCHER v 
JOIN INV_VOUCHER_ITEM vi ON v.ID = vi.INVENTORY_VOUCHER_REF 
WHERE v.PROJECT_TITLE LIKE '%Asbestos%' AND MONTH(v.Production_DATE) = 3 AND YEAR(v.Production_DATE) = 2023;"
برگشت از خرید لپ تاپ ASUS دیروز به کدوم تامین کننده بوده؟,INV,"SELECT Inv_Voucher.SUPPLIER_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘%برگشت از خرید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","SELECT SUPPLIER_TITLE 
FROM INV_VOUCHER 
WHERE DATE = CURDATE() - INTERVAL 1 DAY AND DESCRIPTION LIKE '%خرید لپ تاپ ASUS%' ;"
کالای امانی DRI رسبد شده به انبار مواد اولیه تولید، مربوط به کدام طرف حساب بوده؟,INV,"SELECT Inv_Voucher.CONSIGNMENT_PARTY_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘امانی’
	AND Voucher_Specification.Title LIKE ‘%دریافت امانی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","SELECT INV_VOUCHER_ITEM.SUPPLIER_TITLE, INV_VOUCHER_ITEM.CUSTOMER_TITLE 
FROM INV_VOUCHER 
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF 
WHERE INV_VOUCHER.TITLE = 'گردش های کالا در انبار با استفاده از الگوها' AND INV_VOUCHER.DESCRIPTION LIKE '%امانی DRI رسبد شده به انبار مواد اولیه تولید%' AND INV_VOUCHER_ITEM.SL_TITLE = 'طرف حساب امانی';"
کل مقدار برگشت خورده کالای آهن قراضه، از انبار WH_001 شیراز چقدره؟,INV,"SELECT Inv_Voucher_Item.Major_Unit_Quantity
FROM Inv_Voucher_Item
JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘ % شیراز % ’
	AND Store.Code = ‘WH_001’
	AND Part.Title LIKE ‘ % آهن قراضه % ’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘ % برگشت از خرید % ’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","SELECT SUM(T2.quantity) 
FROM INV_VOUCHER AS T1 
JOIN INV_VOUCHER_ITEM AS T2 ON T1.ID = T2.INVENTORY_VOUCHER_REF 
WHERE T1.STORE_REF = 'WH_001' AND T2.SL_TITLE LIKE '%آهن قراضه%' AND T1.DESCRIPTION LIKE '%برگشت خورده%';"
حداقل مصرف پروژه روزانه گریس از ابتدای سال چقدر بوده؟,INV,"SELECT Min(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","SELECT MIN(DATEDIFF(CAST(PRODUCTION_DATE AS DATE), '2023-01-01')) 
FROM PRODUCTION_ORDER_NO;"
حداکثر مصرف پروژه روزانه گریس، تو شعبه شیراز، از ابتدای سال چقدر بوده؟,INV,"SELECT MAX(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	JOIN Store ON INV_Voucher.Store_Id = Store.Id
	JOIN Plant ON Store.Plant_Id = Plant.Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Plant.Branch_Title LIKE ‘%شیراز%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","SELECT MAX(IIF(T1.PROJECT_TITLE = 'گریس' AND T2.LOCATION = 'شیراز', T3.QUANTITY, NULL)) AS DailyMaxConsumption 
FROM INV_VOUCHER T1 
JOIN INV_VOUCHER_ITEM T3 ON T1.ID = T3.INVENTORY_VOUCHER_REF 
JOIN INV_VOUCHER T2 ON T2.ID = T3.INVENTORY_VOUCHER_REF 
WHERE T1.DATE BETWEEN 'Start Year Date' AND 'End Year Date' 
AND T1.FY_TITLE = 'Financial Year Title';"
