query,schema,sql,model_response
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
","SELECT SUM(IV_ITEM.QUANTITY) AS total_sent_to_production
FROM INV_VOUCHER IV, INV_VOUCHER_ITEM IV_ITEM, VOUCHER_SPECIFICATION VS
WHERE IV.NUMBER LIKE 'بهار%'
AND IV.ID = IV_ITEM.INVENTORY_VOUCHER_REF
AND VS.ID = IV.VOUCHER_SPECIFICATION_REF
AND VS.TITLE = 'انتقال بین انبار'
AND IV_ITEM.PART_REF IN (
    SELECT PART.ID 
    FROM PART 
    WHERE TITLE = 'پنی سیلین'
);"
مقدار آخرین سند انبار مربوط به کالای پنی سیلین چقدره؟ ,INV,"SELECT TOP (1) quantity
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
JOIN part ON voucher_detail.part_id = part.id
WHERE voucher_specification.voucher_type = 'خرید'
	AND part.title LIKE '%پنی سیلین 400%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND voucher_specification.direction = 'ورودی'
ORDER BY inv_voucher.DATE DESC
",SELECT IV_QTY FROM INV_VOUCHER AS t1 JOIN INV_VOUCHER_ITEM AS t2 ON t1.ID = t2.INVENTORY_VOUCHER_REF WHERE t2.PART_TITLE = 'پنی سیلین' ORDER BY t1.DATE DESC LIMIT 1;
کد آخرین سند خرید DRI چی هست؟,INV,"SELECT TOP (1) Inv_Voucher.Number
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON Inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.VoucherType = ‘خرید’
ORDER BY Inv_Voucher.DATE DESC
",SELECT CODE FROM VOUCHER_SPECIFICATION WHERE TITLE = 'خرید' AND DIRECTION = 'ورودی' AND PURCHASE_TYPE = 'داخلی' ORDER BY ID DESC LIMIT 1;
مقدار کل دولومیت مصرفی امروز تولید، به واحد دوم چقدر هست؟,INV,"SELECT SUM(Inv_Voucher_Item.SECOND_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘مصرف’
	AND Voucher_Specification.Title LIKE ‘%مصرف تولید%’
	AND Part.title LIKE ‘%دولومیت%’
","SELECT sum(SECOND_UNIT_QUANTITY) 
FROM INV_VOUCHER AS iv
JOIN INV_VOUCHER_ITEM AS i ON iv.ID = i.INVENTORY_VOUCHER_REF
WHERE iv.DATE = CURRENT_DATE 
AND iv.TITLE = 'تولید' AND PART_TITLE LIKE '%دولومیت%';"
مقدار میانگین روزانه ضایعات تولید برای آهن اسفنجی، در بهار چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.major_UNIT_QUANTITY)
FROM inv_Voucher_item
JOIN Inv_Voucher ON inv_Voucher_item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
JOIN Part ON Part.Id = inv_Voucher_item.Part_Id
WHERE Inv_Voucher.DATE = CAST(Getdate() AS DATE)
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
	AND Voucher_Specification.Voucher_Type = ‘ضایعات’
	AND Voucher_Specification.Title LIKE ‘%ضایعات تولید%’
	AND Part.title LIKE ‘%آهن اسفنجی%’
","SELECT AVG(IV.QUANTITY) AS Average_Daily_Wastage 
FROM INV_VOUCHER IV, VOUCHER_SPECIFICATION VS, PART P 
WHERE VS.CODE = 'ضایعات' 
AND IV.VOUCHER_SPECIFICATION_REF = VS.ID 
AND P.TITLE = 'آهن اسفنجی' 
AND EXTRACT(MONTH FROM IV.DATE) BETWEEN 3 AND 5;"
برگشت از خرید لپ تاپ ASUS دیروز به کدوم تامین کننده بوده؟,INV,"SELECT Inv_Voucher.SUPPLIER_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘%برگشت از خرید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
",SELECT T2.SUPPLIER_TITLE FROM INV_VOUCHER AS T1 JOIN INV_VOUCHER_ITEM AS T2 ON T1.ID = T2.INVENTORY_VOUCHER_REF WHERE T1.DATE = ( SELECT MAX(DATE) FROM INV_VOUCHER ) AND T1.TITLE = 'خرید' AND T2.PART_TITLE LIKE '%لپ تاپ ASUS%';
کالای امانی DRI رسبد شده به انبار مواد اولیه تولید، مربوط به کدام طرف حساب بوده؟,INV,"SELECT Inv_Voucher.CONSIGNMENT_PARTY_TITLE
FROM Inv_Voucher
JOIN INV_Voucher_Item ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
WHERE Inv_Voucher.DATE = DATEADD(DAY, - 1, CAST(Getdate() AS DATE))
	AND Part.Title LIKE ‘%لپ تاپ ASUS%’
	AND Voucher_Specification.Voucher_Type = ‘امانی’
	AND Voucher_Specification.Title LIKE ‘%دریافت امانی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","SELECT CUSTOMER_TITLE 
FROM INV_VOUCHER AS t1 JOIN INV_VOUCHER_ITEM AS t2 ON t1.ID = t2.INVENTORY_VOUCHER_REF 
WHERE t2.PART_TITLE = 'DRI رسبد شده' AND t1.VOUCHER_TYPE = 'امانی' AND t2.MAJOR_UNIT_TITLE = 'تن' AND t1.STATE = 'تایید شده' AND t2.PART_USAGE LIKE '%مواد اولیه تولید%';"
کل مقدار برگشت خورده کالای آهن قراضه، از انبار WH_001 شیراز چقدره؟,INV,"SELECT Inv_Voucher_Item.Major_Unit_Quantity
FROM Inv_Voucher_Item
JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘ % شیراز % ’
	AND Store.Code = ‘WH_001’
	AND Part.Title LIKE ‘ % آهن قراضه % ’
	AND Voucher_Specification.Voucher_Type = ‘خرید’
	AND Voucher_Specification.Title LIKE ‘ % برگشت از خرید % ’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’
		)
","SELECT SUM(ivi.QUANTITY) AS RETURNED_IRON_SCRAP 
FROM INV_VOUCHER iv 
JOIN INV_VOUCHER_ITEM ivi ON iv.ID = ivi.INVENTORY_VOUCHER_REF 
JOIN PART p ON ivi.PART_REF = p.ID 
JOIN STORE s ON iv.STORE_REF = s.ID
WHERE p.TITLE = 'آهن قراضه' AND s.TITLE = 'WH_001 شیراز' AND iv.VOUCHER_TYPE = 'بازگشت کالا' AND ivi.ROW_NUMBER = '1';"
حداقل مصرف پروژه روزانه گریس از ابتدای سال چقدر بوده؟,INV,"SELECT Min(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","SELECT SUM(i_voucher_item.QUANTITY) AS Daily_Consumption
FROM inv_voucher_item i_voucher_item
JOIN voucher_specification v_s ON i_voucher_item.INVENTORY_VOUCHER_REF = v_s.ID
WHERE v_s.TITLE = 'مصرف' AND i_voucher_item.PART_REF IN (
    SELECT PART_ID 
    FROM part 
    WHERE TITLE ILIKE 'گریس'
) 
AND EXTRACT(YEAR FROM inv_voucher.DATE) = EXTRACT(YEAR FROM CURRENT_DATE);"
حداکثر مصرف پروژه روزانه گریس، تو شعبه شیراز، از ابتدای سال چقدر بوده؟,INV,"SELECT MAX(A.Major_Unit_Quantity)
FROM (
	SELECT SUM(INV_Voucher_Item.Major_Unit_Quantity)
		,Inv_Voucher.DATE
	FROM Inv_Voucher_Item
	JOIN INV_Voucher ON Inv_Voucher.Id = INV_Voucher_Item.INV_VOUCHER.ID
	JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.VOUCHER_SPECIFICATION.ID
	JOIN Part ON Part.Id = INV_Voucher_Item.Part_Id
	JOIN Store ON INV_Voucher.Store_Id = Store.Id
	JOIN Plant ON Store.Plant_Id = Plant.Id
	WHERE Inv_Voucher.DATE >= ‘2024 - 03 - 21 ’
		AND Part.Title LIKE ‘%گریس%’
		AND Plant.Branch_Title LIKE ‘%شیراز%’
		AND Voucher_Specification.Voucher_Type = ‘مصرف’
		AND Voucher_Specification.Title LIKE ‘%مصرف پروژه%’
		AND Inv_Voucher.STATE IN (
			‘تایید شده’
			,’ثبت شده’
			)
	GROUP BY Inv_Voucher.DATE
	) AS A
","SELECT max(IV.QUANTITY) AS MAX_CONSUMPTION 
FROM INV_VOUCHER IV
JOIN VOUCHER_SPECIFICATION VS ON IV.VOUCHER_SPECIFICATION_REF = VS.ID
JOIN INV_VOUCHER_ITEM IVI ON IV.ID = IVI.INVENTORY_VOUCHER_REF
JOIN PART P ON IVI.PART_REF = P.ID
JOIN STORE S ON IV.STORE_REF = S.ID
WHERE VS.TITLE = 'مصرف' AND P.TITLE = 'گریس' 
AND S.TITLE LIKE '%شیراز%'
AND IV.DATE >= '2023-01-01';"
